Timestamp[nanosec],gx[rad/s],gy[rad/s],gz[rad/s],ax[m/s^2],ay[m/s^2],az[m/s^2],Unix time[nanosec]
961748387461660,7.9894764E-4,6.657897E-4,-0.0014647373,0.35393196,0.3233896,-9.659168,1657487979888000000
961748389968275,0.0018642112,-3.9947382E-4,0.0027963168,0.29164952,0.33776248,-9.692106,1657487979891000000
961748392474837,7.9894764E-4,-3.9947382E-4,0.0038615803,0.29164952,0.30901673,-9.692106,1657487979893000000
961748394981400,7.9894764E-4,6.657897E-4,0.0017310532,0.27727664,0.27548003,-9.6968975,1657487979896000000
961748397487962,0.0029294747,-0.0014647373,6.657897E-4,0.29164952,0.30422577,-9.635813,1657487979902000000
961748399994577,-2.6631588E-4,-3.9947382E-4,6.657897E-4,0.32039526,0.280271,-9.687914,1657487979902000000
961748402501139,-0.0013315794,-0.0014647373,0.0017310532,0.3012314,0.3138077,-9.687914,1657487979903000000
961748405007702,0.0018642112,-3.9947382E-4,0.0037284223,0.3120111,0.3569263,-9.715462,1657487979905000000
961748407514264,-0.0013315794,-0.0014647373,0.0026631588,0.2641015,0.3138077,-9.672942,1657487979910000000
961748410020827,-2.6631588E-4,-0.0025300009,-5.3263176E-4,0.31680202,0.3569263,-9.70588,1657487979910000000
961748412527441,0.003994738,-3.9947382E-4,5.3263176E-4,0.31680202,0.3569263,-9.70588,1657487979913000000
961748415034004,-2.6631588E-4,-3.9947382E-4,0.0026631588,0.30242917,0.3233896,-9.70588,1657487979919000000
961748417540566,-0.0013315794,-0.0014647373,-5.3263176E-4,0.30242917,0.3233896,-9.70588,1657487979919000000
961748420047129,7.9894764E-4,-3.9947382E-4,0.0015978953,0.30242917,0.30901673,-9.677733,1657487979922000000
961748422553743,7.9894764E-4,0.0017310532,0.0015978953,0.30242917,0.30901673,-9.677733,1657487979923000000
961748425060306,0.0018642112,6.657897E-4,-0.0015978953,0.32638395,0.2994348,-9.720253,1657487979927000000
961748427566868,-2.6631588E-4,-3.9947382E-4,5.3263176E-4,0.30722013,0.30422577,-9.725044,1657487979929000000
961748430073431,-2.6631588E-4,-3.9947382E-4,5.3263176E-4,0.30722013,0.30422577,-9.725044,1657487979933000000
961748432580046,7.9894764E-4,-3.9947382E-4,-0.0026631588,0.321593,0.32818055,-9.7484,1657487979935000000
961748435086608,-0.0013315794,6.657897E-4,-0.0037284223,0.31680202,0.31859866,-9.663361,1657487979936000000
961748437593171,-0.0013315794,0.0038615803,5.3263176E-4,0.2784744,0.30901673,-9.734626,1657487979938000000
961748440099733,-0.0034621065,6.657897E-4,-5.3263176E-4,0.2784744,0.30901673,-9.734626,1657487979943000000
961748442606348,7.9894764E-4,-0.0014647373,-5.3263176E-4,0.3120111,0.3233896,-9.715462,1657487979943000000
961748445112910,0.0029294747,0.0017310532,-5.3263176E-4,0.29284725,0.3329715,-9.757982,1657487979945000000
961748447619473,0.003994738,0.0017310532,-5.3263176E-4,0.33596587,0.3233896,-9.781937,1657487979948000000
961748450126035,7.9894764E-4,-0.0014647373,0.0015978953,0.28805628,0.26110715,-9.729835,1657487979953000000
961748452632650,-0.002396843,6.657897E-4,5.3263176E-4,0.30242917,0.3233896,-9.682525,1657487979960000000
961748455139212,-2.6631588E-4,-0.0014647373,0.0026631588,0.321593,0.30901673,-9.729835,1657487979960000000
961748457645775,-2.6631588E-4,6.657897E-4,-5.3263176E-4,0.321593,0.30901673,-9.729835,1657487979961000000
961748460152337,-0.0013315794,0.0038615803,-5.3263176E-4,0.30722013,0.2994348,-9.682525,1657487979961000000
961748462658952,-2.6631588E-4,-0.0025300009,5.3263176E-4,0.28805628,0.3138077,-9.70588,1657487979965000000
961748465165514,-2.6631588E-4,-0.0025300009,-5.3263176E-4,0.28805628,0.3138077,-9.70588,1657487979967000000
961748467672077,-0.0013315794,0.0017310532,-5.3263176E-4,0.27368343,0.3138077,-9.720253,1657487979969000000
961748470178639,-0.0013315794,-0.0014647373,-5.3263176E-4,0.31680202,0.280271,-9.653778,1657487979972000000
961748472685254,0.0050600017,6.657897E-4,5.3263176E-4,0.27368343,0.28985292,-9.653778,1657487979975000000
961748475191816,0.0050600017,0.0017310532,0.0026631588,0.27368343,0.28985292,-9.653778,1657487979978000000
961748477698379,0.0029294747,0.0027963168,5.3263176E-4,0.28326535,0.31859866,-9.696299,1657487979982000000
961748480204941,-0.0034621065,0.0017310532,0.0037284223,0.30242917,0.31859866,-9.691507,1657487979982000000
961748482711556,-0.0034621065,-0.0025300009,0.0015978953,0.30242917,0.31859866,-9.691507,1657487979982000000
961748485218118,0.0018642112,-3.9947382E-4,0.0026631588,0.30242917,0.3329715,-9.738818,1657487979985000000
961748487724681,-0.0013315794,6.657897E-4,0.0015978953,0.321593,0.36171725,-9.701089,1657487979987000000
961748490231243,7.9894764E-4,-3.9947382E-4,-5.3263176E-4,0.3311749,0.2994348,-9.70588,1657487979991000000
961748492737858,-2.6631588E-4,6.657897E-4,5.3263176E-4,0.3311749,0.2994348,-9.70588,1657487979993000000
961748495244421,7.9894764E-4,6.657897E-4,5.3263176E-4,0.3120111,0.32818055,-9.734027,1657487979996000000
961748497750983,-0.002396843,-0.0014647373,5.3263176E-4,0.29284725,0.2658981,-9.790919,1657487979998000000
961748500257546,-0.0013315794,-0.0014647373,5.3263176E-4,0.30722013,0.2658981,-9.710671,1657487980002000000
961748502764160,-0.0013315794,-0.0025300009,-5.3263176E-4,0.28326535,0.3473444,-9.725044,1657487980005000000
961748505270723,-2.6631588E-4,-0.0025300009,0.0026631588,0.3120111,0.30422577,-9.734027,1657487980006000000
961748507777285,-0.0013315794,6.657897E-4,5.3263176E-4,0.3120111,0.30422577,-9.734027,1657487980013000000
961748510283848,-0.002396843,-0.004660528,0.0015978953,0.31680202,0.3233896,-9.781338,1657487980013000000
961748512790462,0.0029294747,-0.0014647373,0.0026631588,0.31680202,0.3233896,-9.781338,1657487980016000000
961748515297025,0.0018642112,0.0027963168,5.3263176E-4,0.321593,0.3473444,-9.710671,1657487980016000000
961748517803587,7.9894764E-4,-0.0014647373,0.0026631588,0.321593,0.3473444,-9.710671,1657487980020000000
961748520310150,-2.6631588E-4,0.0027963168,-5.3263176E-4,0.321593,0.30901673,-9.729236,1657487980021000000
961748522816764,0.003994738,0.0038615803,0.0026631588,0.321593,0.30901673,-9.729236,1657487980023000000
961748525323327,0.0029294747,0.0017310532,0.0026631588,0.3551297,0.27548003,-9.738818,1657487980026000000
961748527829889,-2.6631588E-4,-3.9947382E-4,-5.3263176E-4,0.30242917,0.25152525,-9.734027,1657487980029000000
961748530336452,-0.0013315794,-3.9947382E-4,5.3263176E-4,0.30722013,0.28985292,-9.7484,1657487980035000000
961748532843066,-0.0013315794,0.0017310532,0.0037284223,0.30722013,0.28985292,-9.7484,1657487980037000000
961748535349629,-2.6631588E-4,0.0017310532,0.0026631588,0.2976382,0.3329715,-9.710671,1657487980038000000
961748537856191,7.9894764E-4,6.657897E-4,-5.3263176E-4,0.2976382,0.33237264,-9.738818,1657487980040000000
961748540362754,7.9894764E-4,0.0017310532,-5.3263176E-4,0.2976382,0.33237264,-9.738818,1657487980041000000
961748542869368,0.0018642112,6.657897E-4,-5.3263176E-4,0.32638395,0.2994348,-9.715462,1657487980045000000
961748545375931,-2.6631588E-4,0.0017310532,-5.3263176E-4,0.2503275,0.280271,-9.677733,1657487980049000000
961748547882493,-0.0013315794,-0.0014647373,5.3263176E-4,0.30302805,0.30901673,-9.681926,1657487980050000000
961748550389056,-0.002396843,-0.0035952644,0.0015978953,0.29344612,0.3371636,-9.686716,1657487980050000000
961748552895618,-2.6631588E-4,-0.0035952644,5.3263176E-4,0.29344612,0.31320882,-9.715462,1657487980059000000
961748555402233,0.0018642112,-3.9947382E-4,5.3263176E-4,0.29344612,0.31320882,-9.715462,1657487980059000000
961748557908796,7.9894764E-4,-3.9947382E-4,0.0015978953,0.26470038,0.31799978,-9.734027,1657487980061000000
961748560415358,-0.0013315794,0.0038615803,0.0015978953,0.31260994,0.31799978,-9.710671,1657487980063000000
961748562921921,-0.0013315794,0.0017310532,0.0015978953,0.28865516,0.32279074,-9.681926,1657487980064000000
961748565428535,7.9894764E-4,-0.0014647373,-5.3263176E-4,0.28865516,0.32279074,-9.681926,1657487980065000000
961748567935098,-2.6631588E-4,6.657897E-4,-0.0015978953,0.28865516,0.3036269,-9.653778,1657487980068000000
961748570441660,-0.002396843,-0.0014647373,5.3263176E-4,0.28865516,0.3036269,-9.653778,1657487980076000000
961748572948223,-2.6631588E-4,0.0027963168,-5.3263176E-4,0.32219186,0.34195456,-9.710671,1657487980078000000
961748575454837,7.9894764E-4,-3.9947382E-4,0.0015978953,0.32698283,0.28925404,-9.762773,1657487980078000000
961748577961400,-0.0013315794,-0.0014647373,-0.0015978953,0.32698283,0.28925404,-9.762773,1657487980082000000
961748580467962,-0.0013315794,6.657897E-4,-5.3263176E-4,0.32698283,0.28925404,-9.762773,1657487980083000000
961748582974525,-0.0055926335,0.0017310532,5.3263176E-4,0.3509376,0.31799978,-9.686716,1657487980083000000
961748585481139,0.0018642112,0.0017310532,5.3263176E-4,0.3317738,0.30841786,-9.719654,1657487980090000000
961748587987702,-2.6631588E-4,-3.9947382E-4,-0.0037284223,0.3317738,0.30841786,-9.719654,1657487980091000000
961748590494264,-2.6631588E-4,-0.0014647373,0.0015978953,0.26949134,0.30841786,-9.762174,1657487980092000000
961748593000827,7.9894764E-4,0.0017310532,0.0015978953,0.3317738,0.35632744,-9.7484,1657487980093000000
961748595507441,-2.6631588E-4,6.657897E-4,3.9947382E-4,0.3317738,0.35632744,-9.7484,1657487980099000000
961748598014004,0.003994738,-3.9947382E-4,0.0014647373,0.31260994,0.3275817,-9.753191,1657487980099000000
961748600520566,-2.6631588E-4,-3.9947382E-4,0.0014647373,0.31260994,0.3275817,-9.753191,1657487980102000000
961748603027129,-0.0013315794,6.657897E-4,3.9947382E-4,0.3174009,0.31320882,-9.743609,1657487980105000000
961748605533743,0.0018642112,-3.9947382E-4,-0.0027963168,0.3174009,0.31320882,-9.743609,1657487980106000000
961748608040306,0.0018642112,-0.0014647373,-6.657897E-4,0.30722013,0.29464385,-9.739417,1657487980108000000
961748610546868,0.0018642112,0.0038615803,-6.657897E-4,0.32638395,0.30901673,-9.734626,1657487980112000000
961748613053431,-2.6631588E-4,-3.9947382E-4,3.9947382E-4,0.32638395,0.30901673,-9.734626,1657487980114000000
961748615560046,-2.6631588E-4,-0.004660528,0.0014647373,0.26889247,0.34255344,-9.687315,1657487980117000000
961748618066608,7.9894764E-4,-3.9947382E-4,0.0014647373,0.26889247,0.34255344,-9.687315,1657487980121000000
961748620573171,7.9894764E-4,6.657897E-4,-0.0017310532,0.29284725,0.3233896,-9.710671,1657487980121000000
961748623079733,-0.0013315794,0.0017310532,-0.0017310532,0.29284725,0.3233896,-9.710671,1657487980124000000
961748625586348,0.0018642112,-3.9947382E-4,-0.0017310532,0.29284725,0.34255344,-9.701089,1657487980129000000
961748628092910,7.9894764E-4,-0.004660528,0.0014647373,0.29284725,0.34255344,-9.701089,1657487980129000000
961748630599473,7.9894764E-4,-3.9947382E-4,0.0025300009,0.30242917,0.27548003,-9.734626,1657487980132000000
961748633106035,7.9894764E-4,-0.0025300009,-6.657897E-4,0.2976382,0.30422577,-9.710671,1657487980134000000
961748635612650,-2.6631588E-4,-0.0014647373,-6.657897E-4,0.2976382,0.29464385,-9.682525,1657487980137000000
961748638119212,7.9894764E-4,0.0017310532,-6.657897E-4,0.2976382,0.29464385,-9.682525,1657487980137000000
961748640625775,0.0018642112,6.657897E-4,-0.0017310532,0.2641015,0.3329715,-9.687315,1657487980142000000
961748643132337,0.0018642112,-3.9947382E-4,-0.0017310532,0.25451958,0.3329715,-9.677733,1657487980146000000
961748645638952,0.0018642112,0.0017310532,0.0025300009,0.28326535,0.3329715,-9.710671,1657487980146000000
961748648145514,7.9894764E-4,-3.9947382E-4,0.0014647373,0.26889247,0.37129918,-9.757982,1657487980150000000
961748650652077,-2.6631588E-4,-3.9947382E-4,0.0025300009,0.28326535,0.33776248,-9.720253,1657487980153000000
961748653158639,-0.002396843,-0.0014647373,0.0014647373,0.2976382,0.27548003,-9.781937,1657487980154000000
961748655665254,7.9894764E-4,-3.9947382E-4,0.0014647373,0.31680202,0.30901673,-9.729835,1657487980156000000
961748658171816,7.9894764E-4,6.657897E-4,3.9947382E-4,0.3120111,0.3138077,-9.710671,1657487980162000000
961748660678379,-0.0013315794,-0.0014647373,-0.0017310532,0.2976382,0.3473444,-9.692106,1657487980162000000
961748663184941,-2.6631588E-4,6.657897E-4,3.9947382E-4,0.2976382,0.3473444,-9.692106,1657487980166000000
961748665691556,-0.002396843,-0.0025300009,3.9947382E-4,0.34075683,0.31859866,-9.720253,1657487980169000000
961748668198118,7.9894764E-4,-0.0025300009,0.0025300009,0.34075683,0.31859866,-9.720253,1657487980173000000
961748670704681,-2.6631588E-4,0.0027963168,-6.657897E-4,0.30722013,0.31859866,-9.777145,1657487980173000000
961748673211243,7.9894764E-4,0.0017310532,-6.657897E-4,0.30722013,0.31859866,-9.777145,1657487980174000000
961748675717858,-2.6631588E-4,0.0017310532,-0.0027963168,0.28326535,0.30901673,-9.744207,1657487980181000000
961748678224421,-0.002396843,6.657897E-4,-6.657897E-4,0.3120111,0.30901673,-9.687315,1657487980181000000
961748680730983,-2.6631588E-4,-3.9947382E-4,-6.657897E-4,0.3120111,0.30901673,-9.687315,1657487980183000000
961748683237546,7.9894764E-4,0.0017310532,0.0014647373,0.28805628,0.33776248,-9.739417,1657487980183000000
961748685744160,7.9894764E-4,6.657897E-4,0.0014647373,0.28326535,0.34255344,-9.720253,1657487980186000000
961748688250723,7.9894764E-4,0.0038615803,3.9947382E-4,0.31680202,0.30901673,-9.710671,1657487980188000000
961748690757285,-2.6631588E-4,0.0017310532,0.0014647373,0.3120111,0.30901673,-9.70588,1657487980191000000
961748693263848,0.0018642112,0.0027963168,0.0014647373,0.3120111,0.30901673,-9.70588,1657487980195000000
961748695770410,7.9894764E-4,-0.0014647373,3.9947382E-4,0.30722013,0.26110715,-9.6968975,1657487980198000000
961748698277025,-0.0013315794,0.0017310532,0.0014647373,0.3120111,0.30422577,-9.672942,1657487980201000000
961748700783587,0.0029294747,0.0017310532,0.0014647373,0.3120111,0.30422577,-9.672942,1657487980203000000
961748703290150,-2.6631588E-4,-3.9947382E-4,0.0014647373,0.31680202,0.36650822,-9.720253,1657487980207000000
961748705796712,-0.0013315794,-0.0014647373,-0.0027963168,0.31680202,0.28985292,-9.672942,1657487980207000000
961748708303327,0.0018642112,6.657897E-4,-0.0027963168,0.3120111,0.30422577,-9.720253,1657487980213000000
961748710809889,-2.6631588E-4,0.0017310532,3.9947382E-4,0.3120111,0.30422577,-9.720253,1657487980213000000
961748713316452,-0.0013315794,-0.0014647373,0.0014647373,0.25451958,0.32818055,-9.6968975,1657487980217000000
961748715823014,-2.6631588E-4,-3.9947382E-4,3.9947382E-4,0.2784744,0.28985292,-9.701089,1657487980221000000
961748718329629,-2.6631588E-4,-3.9947382E-4,3.9947382E-4,0.2784744,0.3138077,-9.687315,1657487980221000000
961748720836191,0.0018642112,0.0027963168,0.0025300009,0.28805628,0.30901673,-9.654377,1657487980222000000
961748723342754,-2.6631588E-4,6.657897E-4,0.0014647373,0.32638395,0.29464385,-9.654377,1657487980223000000
961748725849316,-0.0013315794,6.657897E-4,-6.657897E-4,0.32638395,0.29464385,-9.654377,1657487980228000000
961748728355931,-0.0013315794,6.657897E-4,-6.657897E-4,0.3120111,0.31859866,-9.734626,1657487980231000000
961748730862493,-0.0013315794,-0.0025300009,0.0014647373,0.34075683,0.28985292,-9.682525,1657487980232000000
961748733369056,-0.0013315794,-0.0025300009,0.0025300009,0.2976382,0.3329715,-9.687315,1657487980237000000
961748735875618,-0.002396843,0.0017310532,-0.0027963168,0.2976382,0.3329715,-9.687315,1657487980237000000
961748738382233,-0.0013315794,-3.9947382E-4,-0.0017310532,0.3120111,0.3233896,-9.687315,1657487980238000000
961748740888796,-2.6631588E-4,-0.0025300009,-6.657897E-4,0.3311749,0.30422577,-9.7484,1657487980242000000
961748743395358,-2.6631588E-4,-0.0014647373,-0.0027963168,0.3311749,0.30422577,-9.7484,1657487980247000000
961748745901921,-2.6631588E-4,-0.0025300009,-0.0017310532,0.30242917,0.30901673,-9.70588,1657487980247000000
961748748408535,7.9894764E-4,-3.9947382E-4,-0.0027963168,0.32638395,0.3233896,-9.753191,1657487980252000000
961748750915098,-2.6631588E-4,-0.0014647373,-6.657897E-4,0.32638395,0.3233896,-9.753191,1657487980252000000
961748753421660,-0.002396843,-0.0014647373,0.0025300009,0.3120111,0.28985292,-9.7484,1657487980255000000
961748755928223,7.9894764E-4,-3.9947382E-4,0.0014647373,0.2976382,0.3473444,-9.7484,1657487980256000000
961748758434837,0.0018642112,-3.9947382E-4,-0.0017310532,0.2976382,0.3473444,-9.729835,1657487980260000000
961748760941400,-2.6631588E-4,-0.0014647373,-0.0017310532,0.34075683,0.33776248,-9.753191,1657487980262000000
961748763447962,-2.6631588E-4,-0.0014647373,-0.0017310532,0.30722013,0.25152525,-9.7484,1657487980265000000
961748765954525,0.0029294747,6.657897E-4,-6.657897E-4,0.30722013,0.25152525,-9.7484,1657487980266000000
961748768461139,7.9894764E-4,-3.9947382E-4,3.9947382E-4,0.3311749,0.30422577,-9.7484,1657487980273000000
961748770967702,-0.0013315794,6.657897E-4,3.9947382E-4,0.31680202,0.29464385,-9.743609,1657487980273000000
961748773474264,-2.6631588E-4,-3.9947382E-4,0.0014647373,0.3311749,0.3233896,-9.729835,1657487980278000000
961748775980827,-2.6631588E-4,0.0027963168,0.0014647373,0.30242917,0.25152525,-9.772355,1657487980278000000
961748778487441,-2.6631588E-4,-3.9947382E-4,-6.657897E-4,0.30722013,0.32818055,-9.715462,1657487980280000000
961748780994004,0.0018642112,-0.0014647373,-6.657897E-4,0.30722013,0.32818055,-9.715462,1657487980283000000
961748783500566,-2.6631588E-4,0.0038615803,0.0025300009,0.3311749,0.3233896,-9.677733,1657487980285000000
961748786007129,-2.6631588E-4,-0.0014647373,-6.657897E-4,0.30242917,0.32818055,-9.710671,1657487980289000000
961748788513743,-2.6631588E-4,0.0017310532,3.9947382E-4,0.2976382,0.31859866,-9.687315,1657487980289000000
961748791020306,7.9894764E-4,-0.0014647373,3.9947382E-4,0.2976382,0.31859866,-9.687315,1657487980293000000
961748793526868,-0.0013315794,-3.9947382E-4,0.0014647373,0.24972863,0.30422577,-9.701089,1657487980295000000
961748796033431,-2.6631588E-4,6.657897E-4,-6.657897E-4,0.321593,0.30422577,-9.692106,1657487980302000000
961748798540046,7.9894764E-4,-0.0025300009,0.0014647373,0.32638395,0.3138077,-9.687315,1657487980302000000
961748801046608,-0.0013315794,-3.9947382E-4,-0.0027963168,0.34075683,0.2994348,-9.720253,1657487980303000000
961748803553171,7.9894764E-4,-0.0014647373,-0.0027963168,0.34075683,0.2994348,-9.720253,1657487980305000000
961748806059733,0.0018642112,-3.9947382E-4,-0.0027963168,0.3018303,0.3473444,-9.71127,1657487980306000000
961748808566348,7.9894764E-4,-0.0025300009,3.9947382E-4,0.3018303,0.3473444,-9.71127,1657487980310000000
961748811072910,-0.0034621065,-0.0025300009,-0.0027963168,0.28745744,0.280271,-9.6968975,1657487980313000000
961748813579473,-2.6631588E-4,0.0017310532,3.9947382E-4,0.28745744,0.280271,-9.6968975,1657487980314000000
961748816086035,0.0018642112,6.657897E-4,-6.657897E-4,0.31141222,0.28985292,-9.672942,1657487980321000000
961748818592650,-2.6631588E-4,-3.9947382E-4,-0.0038615803,0.28266647,0.32818055,-9.75379,1657487980322000000
961748821099212,-2.6631588E-4,-3.9947382E-4,0.0014647373,0.3018303,0.25152525,-9.729835,1657487980323000000
961748823605775,-2.6631588E-4,-0.0014647373,0.0014647373,0.335367,0.27068907,-9.734626,1657487980325000000
961748826112337,-0.002396843,-0.0014647373,-6.657897E-4,0.32578507,0.3233896,-9.715462,1657487980326000000
961748828618900,0.0018642112,6.657897E-4,-0.0017310532,0.32578507,0.3233896,-9.715462,1657487980329000000
961748831125514,7.9894764E-4,0.0017310532,5.3263176E-4,0.32099414,0.29464385,-9.796309,1657487980333000000
961748833632077,-2.6631588E-4,-3.9947382E-4,-5.3263176E-4,0.2778755,0.30422577,-9.762773,1657487980333000000
961748836138639,0.0018642112,0.0049268436,0.0015978953,0.2778755,0.30422577,-9.762773,1657487980341000000
961748838645202,7.9894764E-4,6.657897E-4,5.3263176E-4,0.32578507,0.31859866,-9.777145,1657487980342000000
961748841151816,-0.002396843,-3.9947382E-4,-5.3263176E-4,0.32578507,0.31859866,-9.777145,1657487980342000000
961748843658379,-0.0055926335,0.0017310532,5.3263176E-4,0.32578507,0.34255344,-9.739417,1657487980343000000
961748846164993,-0.0034621065,0.0017310532,-0.0015978953,0.34015796,0.30422577,-9.706479,1657487980346000000
961748848671764,-0.0013315794,-0.0035952644,-0.0015978953,0.28266647,0.3473444,-9.772355,1657487980351000000
961748851178587,-0.0013315794,6.657897E-4,-0.0026631588,0.29703933,0.33776248,-9.706479,1657487980352000000
961748853685358,7.9894764E-4,-0.0014647373,-5.3263176E-4,0.28745744,0.3138077,-9.767564,1657487980358000000
961748856192129,7.9894764E-4,6.657897E-4,-5.3263176E-4,0.34015796,0.28985292,-9.729835,1657487980358000000
961748858698952,-2.6631588E-4,6.657897E-4,-5.3263176E-4,0.34494892,0.30901673,-9.725044,1657487980361000000
961748861205723,-0.0034621065,0.0027963168,-0.0015978953,0.31141222,0.32818055,-9.706479,1657487980362000000
961748863712493,-0.002396843,0.0027963168,-0.0015978953,0.29703933,0.3329715,-9.71127,1657487980368000000
961748866219316,7.9894764E-4,-3.9947382E-4,5.3263176E-4,0.31620318,0.28506196,-9.66875,1657487980368000000
961748868726087,-0.002396843,-0.0014647373,0.0015978953,0.31620318,0.28506196,-9.66875,1657487980372000000
961748871232858,-0.0013315794,-0.0025300009,0.0026631588,0.30662125,0.3329715,-9.644795,1657487980373000000
961748873739681,7.9894764E-4,-0.0014647373,-5.3263176E-4,0.30662125,0.3329715,-9.644795,1657487980373000000
961748876246452,-2.6631588E-4,6.657897E-4,5.3263176E-4,0.31620318,0.2994348,-9.739417,1657487980378000000
961748878753223,-0.0013315794,-3.9947382E-4,0.0026631588,0.29224837,0.3473444,-9.66875,1657487980385000000
961748881260046,-0.0013315794,0.0017310532,-0.0015978953,0.32099414,0.33776248,-9.644795,1657487980385000000
961748883766816,-2.6631588E-4,6.657897E-4,-0.0026631588,0.32099414,0.33776248,-9.644795,1657487980385000000
961748886273587,-0.0013315794,6.657897E-4,-0.0026631588,0.29224837,0.3138077,-9.706479,1657487980387000000
961748888780410,7.9894764E-4,-3.9947382E-4,-5.3263176E-4,0.29224837,0.3138077,-9.706479,1657487980390000000
961748891287181,-2.6631588E-4,-0.0014647373,5.3263176E-4,0.3018303,0.3233896,-9.729835,1657487980395000000
961748893793952,-2.6631588E-4,-0.0025300009,-0.0015978953,0.33057603,0.31859866,-9.720253,1657487980395000000
961748896300775,-0.0013315794,-0.0014647373,-0.0026631588,0.31620318,0.31859866,-9.75379,1657487980398000000
961748898807546,7.9894764E-4,0.0017310532,-0.0015978953,0.31620318,0.33776248,-9.725044,1657487980400000000
961748901314316,7.9894764E-4,0.0027963168,0.004793686,0.26350263,0.32818055,-9.71127,1657487980403000000
961748903821139,0.0018642112,-0.0025300009,-5.3263176E-4,0.26350263,0.32818055,-9.71127,1657487980406000000
961748906327910,0.0018642112,-0.0014647373,-5.3263176E-4,0.28745744,0.3473444,-9.729835,1657487980408000000
961748908834681,7.9894764E-4,-3.9947382E-4,-0.0026631588,0.24433881,0.36650822,-9.758581,1657487980410000000
961748911341504,-2.6631588E-4,6.657897E-4,5.3263176E-4,0.3018303,0.36650822,-9.692106,1657487980414000000
961748913848275,-2.6631588E-4,-0.0014647373,-5.3263176E-4,0.27308455,0.30422577,-9.744207,1657487980417000000
961748916355046,7.9894764E-4,0.0017310532,0.0015978953,0.335367,0.3138077,-9.739417,1657487980418000000
961748918861868,-0.002396843,-0.0014647373,-5.3263176E-4,0.30662125,0.31859866,-9.748999,1657487980423000000
961748921368639,-2.6631588E-4,6.657897E-4,-0.0015978953,0.2778755,0.29464385,-9.716061,1657487980423000000
961748923875410,7.9894764E-4,-3.9947382E-4,5.3263176E-4,0.2778755,0.280271,-9.772355,1657487980424000000
961748926382233,-0.002396843,0.0017310532,5.3263176E-4,0.2778755,0.280271,-9.772355,1657487980427000000
961748928889004,7.9894764E-4,-3.9947382E-4,-0.0026631588,0.29703933,0.32818055,-9.71127,1657487980430000000
961748931395775,7.9894764E-4,-3.9947382E-4,-0.0015978953,0.28266647,0.31859866,-9.725044,1657487980432000000
961748933902598,-0.0013315794,0.0038615803,-0.0015978953,0.29224837,0.34255344,-9.720253,1657487980438000000
961748936409368,7.9894764E-4,-3.9947382E-4,5.3263176E-4,0.29224837,0.34255344,-9.720253,1657487980438000000
961748938916139,0.0018642112,-0.0057257917,0.0015978953,0.31141222,0.29464385,-9.687315,1657487980443000000
961748941422962,0.0018642112,-3.9947382E-4,-0.0015978953,0.31141222,0.29464385,-9.687315,1657487980444000000
961748943929733,0.0018642112,0.0017310532,5.3263176E-4,0.32099414,0.3329715,-9.682525,1657487980445000000
961748946436504,-0.002396843,-0.0014647373,-0.0015978953,0.27308455,0.36650822,-9.706479,1657487980450000000
961748948943327,-0.002396843,-0.0014647373,5.3263176E-4,0.28745744,0.3233896,-9.71127,1657487980450000000
961748951450098,0.0018642112,-3.9947382E-4,0.0015978953,0.29224837,0.29464385,-9.673541,1657487980453000000
961748953956868,7.9894764E-4,-0.0025300009,5.3263176E-4,0.3018303,0.30901673,-9.673541,1657487980456000000
